"Station.Name","Dates","Province","ID","Parameter","Latitude","Longitude","Lat","Lon","SDD","SAD","SMD","minFlowDate","minSumFlowDate","minWinterQ","minSummerQ","maxLateSumQ","freshetFactor","summerRainFactor","regime","perc_Gl","maxFreshetQ","COT","minSumFlowMonth","regime_Wenger","DetectLim","nZeroYrs","nYrs","intermittent","Area_km2","KGE","KGE.sqrt","NSE","NSE.log","R2","RMSE","pbias"
"COQUIHALLA RIVER ABOVE ALEXANDER CREEK","1987-2021","BC","08MF068","Flow and Level","49°22'06"" N","121°23'04"" W",49.3683333333333,-121.384444444444,7,11,4,1999-09-14,1999-09-14,20.1939047619048,8.04972222222222,37.1048777777778,3.69131526786928,4.60946064391456,"Hybrid",0,74.5420689655172,207,9,"Snowfall",0.001,0,34,FALSE,721.960649213426,0.601385135519555,0.612556351356112,0.45547842916634,0.383064152095511,0.45547842916634,0.846994871155765,-2.36
"COQUIHALLA RIVER BELOW NEEDLE CREEK","1965-2021","BC","08MF062","Flow and Level","49°32'30"" N","121°07'11"" W",49.5416666666667,-121.119722222222,7,11,4,1999-09-25,1999-09-25,1.68198928571429,0.803546428571429,3.70596666666667,6.69731348438746,4.61201311448208,"Hybrid",0,11.2648095238095,225,9,"Snowfall",0.001,0,53,FALSE,89.0986515448561,0.407625007987783,0.446569279114904,0.0671456887351916,0.170381554323668,0.0671456887351916,0.166653209003048,-0.39
"COQUITLAM RIVER ABOVE COQUITLAM LAKE","1982-2021","BC","08MH141","Flow and Level","49°29'16"" N","122°47'33"" W",49.4877777777778,-122.7925,7,11,4,1999-09-10,1999-09-10,4.52578777777778,2.62670111111111,10.1582388888889,2.29943516279179,3.86729911748196,"Hybrid",0,10.4067555555556,168,9,"Hybrid",0.001,0,40,FALSE,49.1093992620032,0.428249788281873,0.481164005478484,0.215668274574366,0.300578117982404,0.215668274574366,0.347549857664811,-3.22
"CORNING CREEK NEAR SQUILAX","1966-2021","BC","08LE077","Flow and Level","50°54'47"" N","119°31'58"" W",50.9130555555556,-119.532777777778,6,10,3,1999-01-24,1999-09-16,0.0436229885057471,0.0447633333333333,0.0869222222222222,46.3913908797077,1.94181745972646,"Hybrid",0,2.02373111111111,237.5,9,"Snowfall",0.001,0,42,FALSE,27.5818506780955,0.615788818910027,0.636722985583418,0.20745881316413,0.378265736404308,0.20745881316413,0.0113560562229065,2.34
"COTTONWOOD CREEK HEADWATERS","1998-2022","BC","08HA072","Flow and Level","48°56'00"" N","124°14'57"" W",48.9333333333333,-124.249166666667,6,11,3,1999-08-28,1999-08-28,0.575007575757576,0.0694855072463768,1.30854492753623,1.63778869843612,18.8319115653353,"Hybrid",0,0.941740909090909,116,8,"Rainfall",0.001,1,25,FALSE,12.9379520045699,0.5302558572153,0.637733258237122,0.406114429817262,0.230915929394166,0.406114429817262,0.0200891509309722,-19.38
"CREST LAKE NEAR HIGHWAY 28","1997-2022","BC","08HC006","Flow and Level","49°50'27"" N","125°54'24"" W",49.8408333333333,-125.906666666667,7,11,4,1999-09-08,1999-09-08,0.63073768115942,0.159114492753623,2.51073913043478,4.88593526328729,15.7794496716429,"Hybrid",0,3.08174347826087,154,9,"Hybrid",0.001,1,25,FALSE,16.6351482847416,0.0625012927059778,0.647348753115417,-1.79801883274188,0.426469413169181,-1.79801883274188,0.0319798963962003,8.22
"CRUICKSHANK RIVER NEAR THE MOUTH","1982-2022","BC","08HB074","Flow and Level","49°34'43"" N","125°12'50"" W",49.5786111111111,-125.213888888889,7,11,4,1999-09-22,1999-09-22,13.0755333333333,6.98843333333334,26.8980888888889,2.13972831361032,3.84894404881717,"Hybrid",0.010977732065465,27.9780888888889,168,9,"Hybrid",0.001,0,41,FALSE,212.220449985999,0.514232408994296,0.535808990789746,0.323493742128303,0.284558031581876,0.323493742128303,1.06469674006594,1.33
"DEAN RIVER BELOW TANSWANKET CREEK","1959-2022","BC","08FC003","Flow and Level","52°53'22"" N","125°46'16"" W",52.8894444444444,-125.771111111111,7,10,4,1999-03-04,1999-09-24,4.55121111111111,6.30905555555556,11.0982777777778,14.6293172269164,1.75910287681727,"Hybrid",0,66.5811111111111,237,9,"Snowfall",0.001,0,55,FALSE,3747.84749822124,0.513236742908825,0.584134240367907,0.414503632067173,0.481965116626761,0.414503632067173,2.20607923191248,-8.58
"DEER CREEK AT DEER PARK","1958-2022","BC","08NE087","Flow and Level","49°26'54"" N","118°02'31"" W",49.4483333333333,-118.041944444444,6,10,4,1999-01-30,1999-10-01,0.240416666666667,0.226816666666667,0.328495555555556,17.0563050259965,1.448286673035,"Snowfall",0,4.10062,236,10,"Snowfall",0.001,0,64,FALSE,73.5205508609878,0.831759224201867,0.831478253528068,0.709928184943516,0.649394073716209,0.709928184943516,0.0329256979337388,-0.04
"DORE RIVER NEAR MCBRIDE","1915-2021","BC","08KA001","Flow and Level","53°18'33"" N","120°14'56"" W",53.3091666666667,-120.248888888889,7,10,4,1999-03-12,1999-10-31,1.62726555555555,9.14251111111111,8.96851111111111,25.702832085728,0.98096802969279,"Glacial",0.0744172936744346,41.8253333333333,272,10,"Snowfall",0.001,0,59,FALSE,407.845351037994,0.211881121120274,0.255095959988972,0.0952405987177611,0.162901181129525,0.0952405987177611,1.68420418938342,-2.37
"DRIFTWOOD RIVER ABOVE KASTBERG CREEK","1979-2021","BC","08JD006","Flow and Level","55°58'34"" N","126°40'39"" W",55.9761111111111,-126.6775,7,10,4,1999-03-22,1999-09-06,0.892502380952381,4.43952380952381,6.95499880952381,44.5951018365124,1.56660919232007,"Hybrid",0.0016069754408317,39.8012345679012,241,9,"Snowfall",0.001,0,40,FALSE,364.017583596501,0.694525676138523,0.72391974250141,0.397469344507867,0.512821268229788,0.397469344507867,0.673048405468098,1.46
"DUCK CREEK NEAR WYNNDEL","1921-2021","BC","08NH016","Flow and Level","49°12'09"" N","116°32'02"" W",49.2025,-116.533888888889,6,10,4,1999-01-29,1999-10-09,0.383256666666667,0.460322222222222,0.466663333333333,7.52842742461536,1.0137753747375,"Snowfall",0,2.88532,233,10,"Snowfall",0.001,0,52,FALSE,49.5494997061515,0.426188065059129,0.410075432481071,0.28403078314463,0.203256272979291,0.28403078314463,0.0695667995944682,-0.61
"DUHAMEL CREEK ABOVE DIVERSIONS","1922-2022","BC","08NJ026","Flow and Level","49°35'25"" N","117°14'32"" W",49.5902777777778,-117.242222222222,6,10,4,1999-09-16,1999-09-16,0.478686666666667,0.478302564102564,0.885926923076923,11.5573165466624,1.85223118077818,"Hybrid",0,5.53233333333333,235,9,"Snowfall",0.001,0,28,FALSE,54.9832426873301,0.524287586548074,0.503516635659455,0.241062184101071,0.223380923734761,0.241062184101071,0.0662663455670815,-1.76
"DUNCAN RIVER BELOW B.B. CREEK","1962-2022","BC","08NH119","Flow and Level","50°38'15"" N","117°02'52"" W",50.6375,-117.047777777778,7,10,4,1999-03-10,1999-10-31,8.19853333333333,31.2713222222222,30.6845444444444,22.7535141786878,0.981235914055441,"Glacial",0.0684294158913621,186.545444444444,263,10,"Snowfall",0.001,0,60,FALSE,1315.18800268722,0.647336361845367,0.640177786814939,0.439670215361774,0.455729524106027,0.439670215361774,4.19088556723262,-0.48
"EAGLE RIVER NEAR MALAKWA","1913-2021","BC","08LE024","Flow and Level","50°56'10"" N","118°48'05"" W",50.9361111111111,-118.801388888889,7,10,4,1999-01-22,1999-10-13,9.62457777777778,20.2673111111111,24.2964666666667,12.45273674343,1.1988006960305,"Snowfall",0.012880819257001,119.852333333333,244,10,"Snowfall",0.001,0,62,FALSE,936.442355977583,0.703354169521039,0.683612829090636,0.480732623302228,0.427129121047231,0.480732623302228,2.79426875171502,1.42
"EAST CANOE CREEK ABOVE DAM","1983-2021","BC","08LE108","Flow and Level","50°41'47"" N","119°11'46"" W",50.6963888888889,-119.196111111111,5,11,3,1999-01-21,1999-10-11,0.0239011494252874,0.025372619047619,0.0333988888888889,22.1525920938732,1.31633588263814,"Snowfall",0,0.529472413793104,219,10,"Snowfall",0.001,1,37,FALSE,16.9704005969611,0.753704278984984,0.726042031959812,0.563837161772153,0.470077961768718,0.563837161772153,0.0083486570717505,-7.08
"ELAHO RIVER NEAR THE MOUTH","1981-2021","BC","08GA071","Flow and Level","50°06'50"" N","123°25'42"" W",50.1138888888889,-123.428333333333,8,10,4,1999-03-10,1999-10-31,24.1039222222222,90.1571111111111,90.1338888888889,9.80425961104532,0.999742424951997,"Glacial",0.231040156636936,236.321111111111,264,10,"Snowfall",0.001,0,41,FALSE,1215.10394775779,0.583241618158222,0.587332714669263,0.368355337382557,0.378277497488187,0.368355337382557,11.5978746425552,0.84
"ELK RIVER AT FERNIE","1925-2022","BC","08NK002","Flow and Level","49°30'12"" N","115°04'12"" W",49.5033333333333,-115.07,6,10,4,1999-03-10,1999-10-31,13.1128888888889,24.3433333333333,24.2464444444444,12.9315940211497,0.996019900497512,"Snowfall",0.0035124261813753,169.570555555556,248,10,"Snowfall",0.001,0,55,FALSE,3103.33274885566,0.691380166519378,0.735612542712852,0.641512715584558,0.663922460877974,0.641512715584558,3.38616395669536,-1.2
"ELK RIVER NEAR NATAL","1950-2022","BC","08NK016","Flow and Level","49°51'56"" N","114°52'07"" W",49.8655555555556,-114.868611111111,7,10,4,1999-03-10,1999-10-31,5.47447777777778,13.1942,13.0917777777778,17.3603976432049,0.992237329870532,"Snowfall",0.00573973363338809,95.0391111111111,254,10,"Snowfall",0.001,0,71,FALSE,1847.60909912213,0.804674686444707,0.816358379123361,0.737194895591253,0.704555982186652,0.737194895591253,1.3474585068503,-0.29
"EWART CREEK NEAR CATHEDRAL PARK","1998-2021","BC","08NL076","Flow and Level","49°07'57"" N","120°02'16"" W",49.1325,-120.037777777778,7,10,4,1999-03-11,1999-10-10,0.26113768115942,0.513475362318841,0.553253623188406,31.9431806199184,1.07746868455368,"Snowfall",0,8.34156811594203,246.5,10,"Snowfall",0.001,0,24,FALSE,250.731900236193,0.802358185059284,0.84977699154284,0.753663514098587,0.737009105728419,0.753663514098587,0.0790112964811411,1.85
"EXCHAMSIKS RIVER NEAR TERRACE","1962-2021","BC","08EG012","Flow and Level","54°21'43"" N","129°18'46"" W",54.3619444444444,-129.312777777778,8,10,4,1999-03-09,1999-10-31,11.0923444444444,58.0163666666667,58.1800777777778,7.1031171648915,1.00282180909487,"Glacial",0.0885873393402185,78.7902222222222,247,10,"Snowfall",0.001,0,57,FALSE,369.81044758322,0.60011254174187,0.576093407515862,0.355894880011808,0.351056057224947,0.355894880011808,5.55868089667338,2.4
"FISHTRAP CREEK NEAR MCLURE","1915-2021","BC","08LB024","Flow and Level","51°07'19"" N","120°12'32"" W",51.1219444444444,-120.208888888889,6,10,3,1999-02-01,1999-10-07,0.156505747126437,0.18386091954023,0.243687356321839,26.8667596944771,1.32538963109297,"Snowfall",0,4.20480229885057,222.5,10,"Snowfall",0.001,0,51,FALSE,138.242249469778,0.670529280876289,0.724126560941439,0.574834297620742,0.589419953218449,0.574834297620742,0.0561954736957402,-5.07
"FITZSIMMONS CREEK BELOW BLACKCOMB CREEK","1993-2020","BC","08MG026","Flow and Level","50°07'12"" N","122°56'55"" W",50.12,-122.948611111111,8,10,4,1999-03-10,1999-10-31,1.19659565217391,2.84851025641026,2.84435256410256,7.66934649143524,0.998540397634751,"Glacial",0.0766514416899924,9.17710666666667,261,10,"Snowfall",0.001,0,23,FALSE,90.4653012222894,0.513934429765247,0.54428187930356,0.188453971527763,0.249965795382149,0.188453971527763,0.517615918677752,-0.29
"FIVE MILE CREEK ABOVE CITY INTAKE","1983-2015","BC","08NJ168","Flow and Level","49°31'06"" N","117°12'41"" W",49.5183333333333,-117.211388888889,6,10,4,1999-03-12,1999-09-16,0.200904,0.277394444444444,0.520098611111111,29.0601149471057,1.87494242054035,"Hybrid",0,5.83829333333333,242,9,"Snowfall",0.001,0,32,FALSE,45.9778452116745,0.787708446231992,0.799665876765077,0.586753177779531,0.600950618757331,0.586753177779531,0.0395407108660326,1.39
"FLATHEAD RIVER AT FLATHEAD","1929-2018","BC","08NP001","Flow","49°00'04"" N","114°28'32"" W",49.0011111111111,-114.475555555556,6,10,4,1999-03-11,1999-09-29,5.35946666666667,7.81731578947368,10.9958148148148,19.7495397551995,1.4065972401449,"Snowfall",0,105.847,232,9,"Snowfall",0.001,0,79,FALSE,1104.50070753577,0.803075744332458,0.804878341763977,0.689332117396832,0.646944557765471,0.689332117396832,0.937551365040852,0.37
"FORDING RIVER AT THE MOUTH","1970-2022","BC","08NK018","Flow and Level","49°53'38"" N","114°51'59"" W",49.8938888888889,-114.866388888889,6,10,4,1999-03-10,1999-10-31,2.06762222222222,4.12157777777778,4.09427777777778,14.8580817471492,0.993376322983108,"Snowfall",0,30.7209,248,10,"Snowfall",0.001,0,53,FALSE,619.621201185951,0.707331458157253,0.697618588406185,0.530237780357615,0.494921372774973,0.530237780357615,0.532959884579065,-0.8
"FRASER RIVER AT HANSARD","1952-2021","BC","08KA004","Flow and Level","54°04'43"" N","121°51'01"" W",54.0786111111111,-121.850277777778,7,10,4,1999-03-07,1999-10-31,101.625888888889,362.086666666667,360.386666666667,12.613572875678,0.995304991438514,"Snowfall",0.0241656495313258,1281.86555555556,256,10,"Snowfall",0.001,0,70,FALSE,17970.3594002181,0.63774617901446,0.642451055338118,0.39988807541983,0.494318063304916,0.39988807541983,51.0297592194762,-0.74
"FRASER RIVER AT MCBRIDE","1953-2021","BC","08KA005","Flow and Level","53°18'06"" N","120°08'27"" W",53.3016666666667,-120.140833333333,7,10,4,1999-03-14,1999-10-31,30.3113333333333,132.763777777778,130.385111111111,18.9523537217469,0.982083466541242,"Glacial",0.0573755524077799,574.471111111111,271,10,"Snowfall",0.001,0,69,FALSE,6881.37524224717,0.53352363892261,0.551618290096945,0.318883447101341,0.350920580438553,0.318883447101341,17.8121852707994,-0.99
"FRASER RIVER AT RED PASS","1955-2022","BC","08KA007","Flow and Level","52°59'10"" N","119°00'24"" W",52.9861111111111,-119.006666666667,7,10,4,1999-03-27,1999-10-31,5.46456666666667,28.6674444444444,28.1052222222222,26.9377667437288,0.980388129004252,"Snowfall",0.027065854666322,147.203222222222,269,10,"Snowfall",0.001,0,68,FALSE,1699.86959351898,0.462792305977277,0.480523129527293,0.315531120959058,0.287758939353969,0.315531120959058,5.47695905869224,-2.4
"FRASER RIVER AT SHELLEY","1950-2022","BC","08KB001","Flow and Level","54°00'13"" N","122°37'29"" W",54.0036111111111,-122.624722222222,7,10,4,1999-03-05,1999-10-15,195.957777777778,655.968888888889,682.798888888889,10.8779385581928,1.04090133000888,"Snowfall",0.017948117434644,2131.61666666667,248,10,"Snowfall",0.001,0,73,FALSE,32430.1270137185,0.645111790223137,0.639089987769124,0.36766457179644,0.438152969660544,0.36766457179644,91.5517589922125,0.42
"FRY CREEK BELOW CARNEY CREEK","1973-2019","BC","08NH130","Flow and Level","50°04'55"" N","116°47'05"" W",50.0819444444444,-116.784722222222,7,10,4,1999-03-11,1999-10-31,2.53065517241379,9.65516666666667,9.53154761904762,27.6049421924826,0.987196591018379,"Snowfall",0.00974176300519244,69.8585897435897,259,10,"Snowfall",0.001,0,46,FALSE,584.50410038792,0.585097700429462,0.589899580422463,0.303624047911994,0.323427102735391,0.303624047911994,1.45776314715624,0.09
"GARBAGE CREEK NEAR THE MOUTH","1997-2022","BC","08HA068","Flow and Level","48°34'42"" N","124°06'20"" W",48.5783333333333,-124.105555555556,5,11,1,1999-08-21,1999-08-21,0.264894444444444,0.0152499999999999,0.4489,1.1472861307439,29.4360655737707,"Rainfall",0,0.303909722222222,108,8,"Rainfall",0.001,0,26,FALSE,2.30759920846811,0.590984889596949,0.623175935948342,0.224862814508001,0.362080020477264,0.224862814508001,0.00314184491109625,-8.07
"GOATHORN CREEK NEAR TELKWA","1960-2021","BC","08EE008","Flow and Level","54°38'54"" N","127°07'23"" W",54.6483333333333,-127.123055555556,7,10,4,1999-03-10,1999-09-22,0.187891666666667,1.2233183908046,1.38651379310345,31.6956916051222,1.13340386568661,"Snowfall",0.00444491041582208,5.95535632183908,245.5,9,"Snowfall",0.001,0,60,FALSE,121.330354881845,0.169277817598776,0.19907549696806,-0.150620106329076,-0.0464849914693224,-0.150620106329076,0.185267797834703,3
"GOLD RIVER ABOVE PALMER CREEK","1973-2022","BC","08NB014","Flow and Level","51°40'40"" N","117°43'06"" W",51.6777777777778,-117.718333333333,7,10,4,1999-03-11,1999-10-31,1.78603555555556,8.97125555555556,8.7101,31.6374813989021,0.970889742919671,"Glacial",0.118002657846948,56.5056666666667,277,10,"Snowfall",0.001,0,50,FALSE,428.653794919486,0.60621665676611,0.595744296456041,0.513649331560747,0.400987285462388,0.513649331560747,1.06038722040408,-1.29
"GOLDSTREAM RIVER BELOW OLD CAMP CREEK","1954-2020","BC","08ND012","Flow and Level","51°40'07"" N","118°35'46"" W",51.6686111111111,-118.596111111111,7,10,4,1999-03-10,1999-10-31,6.72338888888889,22.5800555555556,22.3068,17.3174738268565,0.987898366552587,"Glacial",0.0513898907340259,116.432111111111,261,10,"Snowfall",0.001,0,57,FALSE,933.959247542329,0.6906946024949,0.679815279513606,0.55773685549582,0.501547398763296,0.55773685549582,3.02623130433686,-1.03
"GRANBY RIVER AT GRAND FORKS","1914-2021","BC","08NN002","Flow and Level","49°02'35"" N","118°26'25"" W",49.0430555555556,-118.440277777778,6,10,3,1999-09-19,1999-09-19,5.40992222222222,3.12916222222222,7.80998666666667,25.5769953562692,2.4958714544113,"Hybrid",0,138.369555555556,231,9,"Snowfall",0.001,0,60,FALSE,2058.93090600885,0.793172443166905,0.836887602386216,0.696267543509642,0.721758953870637,0.696267543509642,0.612176007515124,1.58
"GREATA CREEK NEAR THE MOUTH","1970-2021","BC","08NM173","Flow and Level","49°47'40"" N","119°51'07"" W",49.7944444444444,-119.851944444444,6,10,3,1999-03-02,1999-10-17,0.0269688888888889,0.0314377777777777,0.0348366666666666,14.0006591957812,1.10811479465611,"Snowfall",0,0.377582222222222,227,10,"Snowfall",0.001,1,51,FALSE,44.1931491988608,0.660639184864656,0.693206343424197,0.364974760784289,0.418428220185306,0.364974760784289,0.0124888143467605,-12.81
"GUICHON CREEK ABOVE TUNKWA LAKE DIVERSION","1967-2020","BC","08LG056","Flow and Level","50°36'28"" N","120°54'39"" W",50.6077777777778,-120.910833333333,6,10,3,1999-02-01,1999-09-13,0.0361641975308642,0.0605701149425287,0.0763037037037037,25.0593304037566,1.25975827808984,"Snowfall",0,0.906250574712644,230.5,9,"Snowfall",0.001,0,52,FALSE,76.0598989871133,0.414779793057605,0.504329638590979,0.241408979750648,0.430482249021166,0.241408979750648,0.0202527569078185,-10.99
"HARPER CREEK NEAR THE MOUTH","1973-2021","BC","08LB076","Flow and Level","51°21'15"" N","119°52'53"" W",51.3541666666667,-119.881388888889,6,10,4,1999-03-12,1999-09-15,0.713295402298851,1.32145888888889,2.00135172413793,24.7161273480543,1.51450169276224,"Hybrid",0,17.6299,242.5,9,"Snowfall",0.001,0,49,FALSE,168.249147143617,0.835616886821138,0.842903858185526,0.753191534142921,0.67802946048431,0.753191534142921,0.17276860668714,-1.56
"HARRIS CREEK NEAR LAKE COWICHAN","1997-2022","BC","08HA070","Flow and Level","48°43'09"" N","124°13'33"" W",48.7191666666667,-124.225833333333,5,11,1,1999-08-21,1999-08-21,3.38532463768116,0.188392753623188,6.55915652173913,1.25389172675124,34.816394981191,"Rainfall",0,4.24483055555556,108,8,"Rainfall",0.001,0,25,FALSE,27.9512996179774,0.643827372273674,0.709035884681698,0.632049283281041,0.575302841004035,0.632049283281041,0.0258502772753781,-10.09
"HARRISON RIVER NEAR HARRISON HOT SPRINGS","1951-2020","BC","08MG013","Flow","49°18'01"" N","121°49'46"" W",49.3002777777778,-121.829444444444,8,10,4,1999-03-19,1999-10-14,230.049222222222,309.716091954023,405.571264367816,3.82609422234758,1.3094936779327,"Glacial",0.07024528622159,880.19,242,10,"Snowfall",0.001,0,69,FALSE,7877.80215157342,0.729731171641373,0.734616486525146,0.557539121115973,0.568668835128252,0.557539121115973,39.3202110017726,-0.27
"HEDLEY CREEK NEAR THE MOUTH","1973-2021","BC","08NL050","Flow and Level","49°21'32"" N","120°04'21"" W",49.3588888888889,-120.0725,6,10,4,1999-03-08,1999-10-30,0.374547777777778,0.651707777777779,0.692534444444445,35.3423387611133,1.06264566429739,"Snowfall",0,13.2373944444444,237,10,"Snowfall",0.001,0,48,FALSE,393.615896946541,0.854419890504501,0.830752115489259,0.7410832195182,0.598046568725145,0.7410832195182,0.119462487620066,-1.37
"HIDDEN CREEK NEAR THE MOUTH","1973-2021","BC","08NE114","Flow and Level","49°14'04"" N","117°14'21"" W",49.2344444444444,-117.239166666667,6,10,4,1999-09-16,1999-09-16,0.509462222222222,0.284362222222222,0.87185,13.3728593985815,3.06598391722608,"Hybrid",0,6.81296666666667,231,9,"Snowfall",0.001,0,49,FALSE,56.5812006592876,0.731234566597961,0.772951838823095,0.624805504330492,0.609302912810781,0.624805504330492,0.0653472681673781,0.1
"HIRSCH CREEK NEAR THE MOUTH","1966-2022","BC","08FF002","Flow and Level","54°03'50"" N","128°36'09"" W",54.0638888888889,-128.6025,8,10,4,1999-03-21,1999-09-05,8.87924444444444,17.1557444444444,31.6405333333333,4.79785567340565,1.84431129968129,"Hybrid",0.00600288935843908,42.6013333333333,227,9,"Snowfall",0.001,0,57,FALSE,353.444851896632,0.756795818627988,0.716267305476225,0.62650243087971,0.556166490622139,0.62650243087971,1.72837274509868,3.21
"HOMATHKO RIVER AT INLET TO TATLAYOKO LAKE","1968-2022","BC","08GD008","Flow and Level","51°40'23"" N","124°24'26"" W",51.6730555555555,-124.407222222222,7,10,4,1999-03-07,1999-10-31,0.549891111111111,1.21087777777778,1.20415555555556,8.20451321675807,0.99444847172391,"Snowfall",0,4.51158888888889,255,10,"Snowfall",0.001,0,41,FALSE,495.114752716955,0.573795304597917,0.571297027770969,0.338551476503079,0.318219203289131,0.338551476503079,0.179580718692501,1.64
"HOMATHKO RIVER AT THE MOUTH","1957-2022","BC","08GD004","Flow and Level","50°59'10"" N","124°55'07"" W",50.9861111111111,-124.918611111111,8,10,4,1999-03-11,1999-10-31,61.3842222222222,211.632111111111,207.168,11.6697558909456,0.978906267637394,"Glacial",0.188098461657858,716.338888888889,279,10,"Snowfall",0.001,0,62,FALSE,5689.55385741475,0.564178568144065,0.57238882898237,0.39304017305939,0.397611861216925,0.39304017305939,23.5225884289935,-1.14
"HONNA RIVER NEAR THE MOUTH","1985-2020","BC","08OA004","Flow and Level","53°15'09"" N","132°08'16"" W",53.2525,-132.137777777778,4,11,3,1999-08-14,1999-08-14,1.80676666666667,0.373676666666667,6.33372222222222,1.56577311218936,16.9497396739308,"Hybrid",0,2.82898666666667,105,8,"Rainfall",0.001,0,35,FALSE,47.0488509020981,0.700956767402547,0.710993931740544,0.557567973169989,0.544688951468783,0.557567973169989,0.0473348846219077,-1.78
"HORSEFLY RIVER ABOVE MCKINLEY CREEK","1955-2021","BC","08KH010","Flow and Level","52°17'29"" N","121°04'01"" W",52.2913888888889,-121.066944444444,7,10,4,1999-03-11,1999-09-17,3.84605747126437,10.3552555555556,13.0719444444444,18.5488647876464,1.26234880195027,"Snowfall",0,71.34,246,9,"Snowfall",0.001,0,60,FALSE,789.106949726322,0.859313930598396,0.853624299075639,0.741113291105269,0.72038458892129,0.741113291105269,1.44658081855026,0.53
"HOSMER CREEK ABOVE DIVERSIONS","1981-2021","BC","08NK026","Flow and Level","49°35'06"" N","114°57'24"" W",49.585,-114.956666666667,6,10,4,1999-09-14,1999-09-14,0.0387611111111111,0.0282855555555555,0.06256,13.3443600401319,2.21172958321876,"Hybrid",0,0.517242222222222,229,9,"Snowfall",0.001,0,41,FALSE,6.40710019767463,0.293274355120082,0.279991625815208,0.0301246458966578,0.000486876186704832,0.0301246458966578,0.0052704046940895,-0.94
"HOWELL CREEK ABOVE CABIN CREEK","1977-2022","BC","08NP003","Flow and Level","49°05'41"" N","114°32'09"" W",49.0947222222222,-114.535833333333,6,10,4,1999-01-29,1999-10-31,0.558425,0.9367625,1.09604166666667,21.5222127710376,1.17003153591937,"Snowfall",0,12.0185416666667,239,10,"Snowfall",0.001,0,23,FALSE,141.127649942104,0.775041381786608,0.776852762477192,0.645405411392221,0.617133759699227,0.645405411392221,0.102159793606544,-1.71
"HUMPHRIES CREEK NEAR TROUT LAKE","1998-2021","BC","08NH138","Flow and Level","50°38'10"" N","117°32'41"" W",50.6361111111111,-117.544722222222,7,10,4,1999-03-13,1999-10-31,0.0607045454545455,0.161268115942029,0.161846376811594,18.5293289708571,1.00358571107616,"Snowfall",0.0230054082594849,1.12481449275362,257.5,10,"Snowfall",0.001,0,24,FALSE,7.77690462061778,0.552993405375352,0.579681651548206,0.15259719436825,0.262192146812442,0.15259719436825,0.0290649581146831,-0.74
"HURLEY RIVER BELOW LONE GOAT CREEK","1996-2020","BC","08ME027","Flow and Level","50°43'51"" N","122°56'31"" W",50.7308333333333,-122.941944444444,8,10,4,1999-03-11,1999-10-31,2.17218666666667,8.63097333333334,8.54496,18.0842653178978,0.990034341433875,"Glacial",0.069808873346899,39.2824,264,10,"Snowfall",0.001,0,25,FALSE,312.071847601729,0.528890294812861,0.595308423550362,0.330749785298971,0.46526062172773,0.330749785298971,1.40049510961348,-2.83
"ICY CREEK NEAR THE MOUTH","1998-2022","BC","08GE003","Flow and Level","51°13'39"" N","125°40'17"" W",51.2275,-125.671388888889,8,10,4,1999-03-11,1999-10-31,0.420636507936508,2.55025757575758,2.52737424242424,17.7564924693475,0.99102705014942,"Glacial",0.382491760373205,7.46902898550725,284.5,10,"Snowfall",0.001,0,24,FALSE,23.2370992649213,0.485299408919188,0.509224162064624,0.107126600621679,-0.066610467398546,0.107126600621679,0.476642000713245,-3.22
"ILLECILLEWAET RIVER AT GREELEY","1963-2021","BC","08ND013","Flow and Level","51°00'45"" N","118°05'06"" W",51.0125,-118.085,7,10,4,1999-03-04,1999-10-31,8.1841,29.9338888888889,29.4671111111111,19.2439812156091,0.984406377016017,"Glacial",0.0524424879773881,157.494666666667,261,10,"Snowfall",0.001,0,58,FALSE,1148.66820086104,0.587341474702382,0.580677193139501,0.423180676376575,0.427440074976087,0.423180676376575,4.18858286610565,-0.52
"INONOAKLIN CREEK ABOVE VALLEY CREEK","1971-2022","BC","08NE110","Flow and Level","49°53'49"" N","118°11'23"" W",49.8969444444444,-118.189722222222,6,10,4,1999-02-07,1999-09-25,0.711663333333333,0.724202222222222,1.12592777777778,26.4669311487798,1.55471461316821,"Hybrid",0,18.8355444444444,236,9,"Snowfall",0.001,0,48,FALSE,286.490700136879,0.836470631270449,0.828837472159673,0.682219590384032,0.606749961939845,0.682219590384032,0.13278049303168,0.54
"ISKUT RIVER BELOW JOHNSON RIVER","1959-2021","BC","08CG001","Flow and Level","56°44'03"" N","131°40'08"" W",56.7341666666667,-131.668888888889,8,10,4,1999-03-23,1999-10-31,73.9103333333333,413.441111111111,406.006666666667,15.3564303893757,0.982018129681239,"Glacial",0.120165791788325,1134.99888888889,275,10,"Snowfall",0.001,0,62,FALSE,9498.35969209043,0.648601710441831,0.688930969955228,0.568484584381476,0.591005095026435,0.568484584381476,50.3299472225026,-0.95
"KANAKA CREEK NEAR WEBSTER CORNERS","1960-2021","BC","08MH076","Flow and Level","49°12'25"" N","122°32'11"" W",49.2069444444444,-122.536388888889,5,11,2,1999-08-25,1999-08-25,3.19009770114943,0.29192,4.90513218390805,1.19112951896764,16.8030014521377,"Rainfall",0,3.79981954022989,119.5,8,"Rainfall",0.001,0,60,FALSE,46.7621999833333,0.674274023523391,0.71229498581286,0.744056330814319,0.470494408667305,0.744056330814319,0.0438502163631818,-2.95
